 &#39;Trying to hold one&#39;s own among young disturbing&#39;,1
 Govt to consult EC before fixing new date for Budget,1
 Man sends Johar cheque to compensate for not watching ADHM,0
 Stone Age men may have caused biggest lion&#39;s extinction,0
 Airlines suspend cancellation fees amid B&#39;luru riots,1
 Gavaskar credits Ravi Shastri for Ashwin&#39;s rise,1
 Vladimir Putin declares victory in Russian elections,1
 MP district makes toilets mandatory to obtain passports,1
 MP college distributes &#39;SC/ST scheme&#39; bags to students,0
 Bihar CM announces &#39;branding&#39; of khadi clothes,1
 Apple removes iPhone anti-theft cables in some stores,1
 White House Student Film Festival begins,1
 &#39;Will take two months to liberate Mosul from ISIS&#39;,0
 VMWare&#39;s cloud service to run on Amazon Web Services,1
 India&#39;s trade deficit at 9-month high of $8.3bn in Sep,1
" Cate Blanchett, Harington recite poem on refugees ",1
 Kerala court stops marriages of 12 minor girls,1
 98 kg waste found inside a cow in Ahmedabad,1
 Amazon makes users pay extra for popular items: Study,1
 Microbes that can convert coal to methane discovered,1
 BJP is misleading the country: Akhilesh Yadav,1
" Nokia phone reportedly stops bullet, saves man&#39;s life ",1
 Exhibit showcasing endangered fish begins in Mumbai,1
 Edelweiss announces ₹5k cr investment pact with CDPQ,1
 Designer launches dinnerware made with ashes of loved ones,0
 Red poppies exhibition to honour WWI soldiers in UK,1
 India’s current account deficit falls 95% year-on-year,1
 Pak should build ties with India not US: Hafiz Saeed,1
" Akbar founded a new religion, had only 19 followers",1
 13-yr-old boy wins Abdul Kalam IGNITE Award,0
 Ex-India player with criminal record made Baroda coach,1
 Images of Michelle Obama&#39;s passport leaked online,1
 &#39;High-five selfie&#39; emerges as social media trend,1
 China gets a &#39;wavy&#39; pedestrian bridge,0
 Canadian biker wins Red Bull’s mountain biking event,1
 Pakistani actors are not terrorists: Salman Khan,1
 SC extends Subrata Roy&#39;s interim parole till Nov 28,1
 Bhumi Pednekar to star in &#39;Toilet: Ek Prem Katha&#39;,1
 We all felt &#39;Golmaal Returns&#39; was crap: Ajay Devgn,1
 Indian girl wins gold at World Cadet Wrestling C&#39;ships,1
 Asia-Pacific has most number of high net worth individuals,1
 SC&#39;s decision should act as guidance to nation: Desai,0
 Philanthropy has to be sustainable: Kiran Mazumdar-Shaw,1
 Wife bites husband to death: Reports,1
 Eatery in Japan allows guests to catch their own fish,1
 IIT-B&#39;s Eureka competition to close entries on Sept 28,1
 Indian-origin woman fights armed robbers with steel chair,0
 Buddhist Conclave to be held in India in October,1
 Ashwin congratulates Yasir Shah on 100 Test wickets,1
" Pan Bahar lagaoes chuna on Pierce Brosnan, tweets user",1
 &#39;Attacked Dipa emotionally to bring out her best&#39;,1
 Deepa becomes India&#39;s 1st female Paralympic medallist,1
 Mini teases its first ever plug-in hybrid model ,0
 Indian journo asked to leave Pak media briefing in NY,1
 Team that hacked Tesla breaks into Nexus 6P in under 20 mins,0
 Leaks reveal 11 people wrote one tweet for Clinton,1
 Kerber beats Pliskova to win US Open title,1
 Arundhati Roy announces new novel after 20 years,1
 Pakistan denies hand in J&amp;K terror attack,1
 Russia launches &#39;closed&#39; internet for data exchange,0
 Libya hosts its first-ever Comic Con,1
 Gold imports declined by 59% during Jan-Sep: Assocham,1
 Delhi&#39;s Crime Branch arrests fourth Pak spy,1
 AAP announces 29 more candidates for 2017 Punjab Polls,1
 Snapdeal sets up a wholesale unit ,1
 Jayalalithaa puts thumb impression on official document ,0
 &#39;Firefly light&#39; enzyme used to monitor brain activity,0
 9-yr-old killed by truck driver playing Pokémon Go,0
 International Chole Bhature Day is celebrated on Oct 2,1
 Bradley Cooper crashes couple&#39;s wedding,1
 NTPC&#39;s Green Masala Bonds listed at Singapore Exchange,1
 ₹5 cr to Army fund never decided at meeting: Fadnavis,0
 Olympic medal is nice but it has no life: Bindra,1
 Everybody’s way too overhyped on VR: Ashton Kutcher,1
 Babies born in Scotland will get a free &#39;baby box&#39; from 2017,0
 UK to build $22bn Heathrow runway after 25-yr delay,0
 Kanika Kapoor cancels five shows in Pakistan,1
 Indian shooter pulls out of Iran c&#39;ship due to hijab rule,0
